0.0,0.0,4.006649229999994
0.0,30.0,4.0066508099999965
0.0,60.0,4.006651459999993
0.0,90.0,4.006651869999999
0.0,120.0,4.006652089999996
0.0,150.0,4.00665223
0.0,180.0,4.00665231
0.5,0.0,3.816486519999998
0.5,30.0,3.8910066399999934
0.5,60.0,3.990257359999994
0.5,90.0,4.103240139999997
0.5,120.0,4.178272639999996
0.5,150.0,4.180230189999996
0.5,180.0,4.110331949999996
1.0,0.0,3.601656159999997
1.0,30.0,3.6512175799999937
1.0,60.0,3.7298751799999934
1.0,90.0,3.836551889999996
1.0,120.0,3.9462685899999954
1.0,150.0,4.015758299999995
1.0,180.0,4.210636599999994
1.5,0.0,3.385523039999996
1.5,30.0,3.4035447099999985
1.5,60.0,3.4441487100000003
1.5,90.0,3.5080618199999947
1.5,120.0,3.566192799999996
1.5,150.0,3.59578105
1.5,180.0,3.57413107
2.0,0.0,3.252285429999993
2.0,30.0,3.2605532099999976
2.0,60.0,3.2840761099999938
2.0,90.0,3.31518432
2.0,120.0,3.3308423000000005
2.0,150.0,3.338605819999998
2.0,180.0,3.3362906999999997
2.5,0.0,3.23287122
2.5,30.0,3.232266509999995
2.5,60.0,3.244736749999994
2.5,90.0,3.2575040899999976
2.5,120.0,3.257695059999996
2.5,150.0,3.254841319999997
2.5,180.0,3.251936839999999
3.0,0.0,3.231107509999994
3.0,30.0,3.228368919999994
3.0,60.0,3.2360154599999973
3.0,90.0,3.238352549999995
3.0,120.0,3.235314559999999
3.0,150.0,3.232136099999998
3.0,180.0,3.238208389999997
3.5,0.0,3.216720199999997
3.5,30.0,3.220271479999994
3.5,60.0,3.2257125399999964
3.5,90.0,3.225487489999999
3.5,120.0,3.225857589999997
3.5,150.0,3.2234336299999957
3.5,180.0,3.2208649299999976
4.0,0.0,3.215801429999999
4.0,30.0,3.217521639999994
4.0,60.0,3.2203086699999943
4.0,90.0,3.2206888199999995
4.0,120.0,3.218624829999996
4.0,150.0,3.216715739999998
4.0,180.0,3.2152742699999948
4.5,0.0,3.2181933799999958
4.5,30.0,3.219468989999996
4.5,60.0,3.220396009999994
4.5,90.0,3.2198416899999955
4.5,120.0,3.218568309999995
4.5,150.0,3.2170361399999976
4.5,180.0,3.2168875399999948
5.0,0.0,3.221019289999994
5.0,30.0,3.221742259999999
5.0,60.0,3.221820919999999
5.0,90.0,3.221271729999998
5.0,120.0,3.22071038
5.0,150.0,3.2198000999999934
5.0,180.0,3.219550389999995
5.5,0.0,3.222643689999998
5.5,30.0,3.22271396
5.5,60.0,3.22340586
5.5,90.0,3.2228413899999997
5.5,120.0,3.222284869999996
5.5,150.0,3.222016699999997
5.5,180.0,3.221819269999997
6.0,0.0,3.2230697899999967
6.0,30.0,3.2234785599999967
6.0,60.0,3.223671639999999
6.0,90.0,3.223353959999997
6.0,120.0,3.223155399999996
6.0,150.0,3.2228292999999937
6.0,180.0,3.2227985299999986
6.5,0.0,3.2232660499999994
6.5,30.0,3.223542969999997
6.5,60.0,3.2237093299999984
6.5,90.0,3.2235427799999954
6.5,120.0,3.2234498899999977
6.5,150.0,3.2233956499999934
6.5,180.0,3.223227419999993
7.0,0.0,3.2232224399999936
7.0,30.0,3.223471029999999
7.0,60.0,3.223576869999995
7.0,90.0,3.223482949999997
7.0,120.0,3.223441749999999
7.0,150.0,3.2233991700000004
7.0,180.0,3.223270129999996
7.5,0.0,3.223242189999993
7.5,30.0,3.2233510299999963
7.5,60.0,3.2234160000000003
7.5,90.0,3.2233895899999965
7.5,120.0,3.2234198799999945
7.5,150.0,3.223370349999996
7.5,180.0,3.223268509999997
8.0,0.0,3.223226759999996
8.0,30.0,3.223264279999995
8.0,60.0,3.223279329999997
8.0,90.0,3.223313209999993
8.0,120.0,3.223345429999995
8.0,150.0,3.2232976899999954
8.0,180.0,3.2232244100000003
8.5,0.0,3.2231887899999947
8.5,30.0,3.2231903799999984
8.5,60.0,3.223187109999998
8.5,90.0,3.2232486899999984
8.5,120.0,3.2232555599999984
8.5,150.0,3.223221889999998
8.5,180.0,3.22316386
9.0,0.0,3.223149509999999
9.0,30.0,3.2231478999999936
9.0,60.0,3.2231910099999936
9.0,90.0,3.223203209999994
9.0,120.0,3.2231908199999992
9.0,150.0,3.2231746199999947
9.0,180.0,3.2231762499999945
9.5,0.0,3.223166499999998
9.5,30.0,3.223171239999999
9.5,60.0,3.2231612599999977
9.5,90.0,3.223223259999997
9.5,120.0,3.223229059999994
9.5,150.0,3.2232004199999977
9.5,180.0,3.2231646199999986
10.0,0.0,3.22314128
10.0,30.0,3.2231418899999937
10.0,60.0,3.223128109999997
10.0,90.0,3.223191459999996
10.0,120.0,3.22318868
10.0,150.0,3.223166319999997
10.0,180.0,3.2231373599999955
10.5,0.0,3.2231151299999965
10.5,30.0,3.223112049999997
10.5,60.0,3.223088909999994
10.5,90.0,3.223147039999993
10.5,120.0,3.2231454199999945
10.5,150.0,3.2231265999999934
10.5,180.0,3.2231006499999992
11.0,0.0,3.223094979999999
11.0,30.0,3.223090499999998
11.0,60.0,3.223063609999997
11.0,90.0,3.2231062699999957
11.0,120.0,3.223107579999997
11.0,150.0,3.2230851200000004
11.0,180.0,3.223068639999994
11.5,0.0,3.2230797999999936
11.5,30.0,3.223072469999998
11.5,60.0,3.223047529999995
11.5,90.0,3.2230790099999997
11.5,120.0,3.2230785799999992
11.5,150.0,3.223063829999994
11.5,180.0,3.2230535699999976
12.0,0.0,3.2230606599999945
12.0,30.0,3.2230542199999945
12.0,60.0,3.22303256
12.0,90.0,3.2230550299999976
12.0,120.0,3.22306064
12.0,150.0,3.22303685
12.0,180.0,3.2229944999999987
12.5,0.0,3.223044029999997
12.5,30.0,3.2230374099999963
12.5,60.0,3.223016009999995
12.5,90.0,3.223038009999996
12.5,120.0,3.223037229999996
12.5,150.0,3.2230068399999965
12.5,180.0,3.223002319999999
13.0,0.0,3.223029519999997
13.0,30.0,3.2230234499999995
13.0,60.0,3.223026499999996
13.0,90.0,3.223011579999998
13.0,120.0,3.223012879999999
13.0,150.0,3.222969479999996
13.0,180.0,3.2229863499999998
13.5,0.0,3.2230121399999945
13.5,30.0,3.2230392399999985
13.5,60.0,3.2229992599999946
13.5,90.0,3.22299443
13.5,120.0,3.222989009999999
13.5,150.0,3.223003349999999
13.5,180.0,3.222969979999995
14.0,0.0,3.2229977499999976
14.0,30.0,3.223023359999999
14.0,60.0,3.2229855299999954
14.0,90.0,3.2229815199999976
14.0,120.0,3.2229763299999945
14.0,150.0,3.2229235499999973
14.0,180.0,3.222964019999999
14.5,0.0,3.2229881899999957
14.5,30.0,3.2230117199999957
14.5,60.0,3.2229754199999974
14.5,90.0,3.2229611899999995
14.5,120.0,3.2229597899999973
14.5,150.0,3.2229652499999943
14.5,180.0,3.2229492899999954
15.0,0.0,3.222972129999995
15.0,30.0,3.222995349999998
15.0,60.0,3.222961139999996
15.0,90.0,3.2229572899999965
15.0,120.0,3.2229092999999978
15.0,150.0,3.222940619999996
15.0,180.0,3.2229268899999965
